state,condition,year,current_cost,lower_bound,upper_bound
SC,diabetes,2017,32037.73,32037.73,32037.73
SC,hyperlip,2017,67411.92,67411.92,67411.92
SC,hypertension,2017,27484.5,27484.5,27484.5
SC,ischemia,2017,97843.11,97843.11,97843.11
SC,arthritis,2017,26005.5,26005.5,26005.5
SC,psychotic,2017,33567.57,33567.57,33567.57
SC,stroke,2017,71286.76,71286.76,71286.76
SD,atrial_fib,2017,31100.94,31100.94,31100.94
SD,asthma,2017,22710.15,22710.15,22710.15
SD,chronic_kidney,2017,24905.5,24905.5,24905.5
SD,pulmonary,2017,20753.07,20753.07,20753.07
SD,depression,2017,19320.26,19320.26,19320.26
SD,diabetes,2017,36757.03,36757.03,36757.03
SD,hyperlip,2017,50498.38,50498.38,50498.38
SD,hypertension,2017,20156.21,20156.21,20156.21
SD,ischemia,2017,63631.09,63631.09,63631.09
SD,psychotic,2017,28145.84,28145.84,28145.84
TN,atrial_fib,2017,45889.31,45889.31,45889.31
TN,asthma,2017,28504.65,28504.65,28504.65
TN,chronic_kidney,2017,35785.99,35785.99,35785.99
TN,pulmonary,2017,27422.67,27422.67,27422.67
TN,depression,2017,28010.39,28010.39,28010.39
TN,diabetes,2017,28856.36,28856.36,28856.36
TN,hyperlip,2017,55070.83,55070.83,55070.83
TN,hypertension,2017,26464.21,26464.21,26464.21
TN,ischemia,2017,106069.61,106069.61,106069.61
TN,arthritis,2017,25312.06,25312.06,25312.06
TN,psychotic,2017,31938.05,31938.05,31938.05
TN,stroke,2017,67069.76,67069.76,67069.76
TX,atrial_fib,2017,48759.14,48759.14,48759.14
TX,asthma,2017,34715.58,34715.58,34715.58
TX,chronic_kidney,2017,45592.97,45592.97,45592.97
TX,pulmonary,2017,38627.68,38627.68,38627.68
TX,depression,2017,45604.31,45604.31,45604.31
TX,diabetes,2017,39677.26,39677.26,39677.26
TX,hyperlip,2017,79293.4,79293.4,79293.4
TX,hypertension,2017,33381.8,33381.8,33381.8
TX,ischemia,2017,120016.52,120016.52,120016.52
TX,arthritis,2017,26112.61,26112.61,26112.61
TX,psychotic,2017,43374.76,43374.76,43374.76
TX,stroke,2017,99728.97,99728.97,99728.97
UT,atrial_fib,2017,31414.87,31414.87,31414.87
UT,chronic_kidney,2017,27367.19,27367.19,27367.19
UT,pulmonary,2017,35908.82,35908.82,35908.82
UT,depression,2017,18973.11,18973.11,18973.11
UT,diabetes,2017,24807.95,24807.95,24807.95
UT,hyperlip,2017,27030,27030,27030
UT,ischemia,2017,88940.94,88940.94,88940.94
UT,stroke,2017,42905.26,42905.26,42905.26
VA,atrial_fib,2017,44536.12,44536.12,44536.12
VA,asthma,2017,23929.67,23929.67,23929.67
VA,chronic_kidney,2017,31612.45,31612.45,31612.45
VA,pulmonary,2017,23971.36,23971.36,23971.36
VA,depression,2017,24972.33,24972.33,24972.33
VA,diabetes,2017,28624.14,28624.14,28624.14
VA,hyperlip,2017,53428.74,53428.74,53428.74
VA,hypertension,2017,24161.11,24161.11,24161.11
VA,ischemia,2017,94297.42,94297.42,94297.42
VA,arthritis,2017,34168.89,34168.89,34168.89
VA,psychotic,2017,27339.27,27339.27,27339.27
VA,stroke,2017,74530.67,74530.67,74530.67
VT,atrial_fib,2017,23731.98,23731.98,23731.98
VT,asthma,2017,15781.42,15781.42,15781.42
VT,chronic_kidney,2017,29146.42,29146.42,29146.42
VT,pulmonary,2017,18378.61,18378.61,18378.61
VT,depression,2017,18678.89,18678.89,18678.89
VT,diabetes,2017,20277.33,20277.33,20277.33
VT,ischemia,2017,55811.48,55811.48,55811.48
VT,psychotic,2017,28896.43,28896.43,28896.43
WA,atrial_fib,2017,38487.42,38487.42,38487.42
WA,asthma,2017,32660.33,32660.33,32660.33
WA,chronic_kidney,2017,34975.84,34975.84,34975.84
WA,pulmonary,2017,31712.03,31712.03,31712.03
WA,depression,2017,33480.21,33480.21,33480.21
WA,diabetes,2017,33946.82,33946.82,33946.82
WA,hyperlip,2017,71702.46,71702.46,71702.46
WA,hypertension,2017,30292.49,30292.49,30292.49
WA,ischemia,2017,118589.73,118589.73,118589.73
WA,arthritis,2017,20754.83,20754.83,20754.83
WA,psychotic,2017,58065.69,58065.69,58065.69
WA,stroke,2017,74596.9,74596.9,74596.9
WI,atrial_fib,2017,28514.12,28514.12,28514.12
WI,asthma,2017,27537.22,27537.22,27537.22
WI,chronic_kidney,2017,29916.37,29916.37,29916.37
WI,pulmonary,2017,22671.32,22671.32,22671.32
WI,depression,2017,19403.77,19403.77,19403.77
WI,diabetes,2017,26146.33,26146.33,26146.33
WI,hyperlip,2017,41766.1,41766.1,41766.1
WI,hypertension,2017,25215.34,25215.34,25215.34
WI,ischemia,2017,77348.32,77348.32,77348.32
WI,arthritis,2017,26082.24,26082.24,26082.24
WI,psychotic,2017,41108.45,41108.45,41108.45
WI,stroke,2017,96576.13,96576.13,96576.13
WV,atrial_fib,2017,23979.03,23979.03,23979.03
WV,asthma,2017,19493.55,19493.55,19493.55
WV,chronic_kidney,2017,22323.25,22323.25,22323.25
WV,pulmonary,2017,19340.91,19340.91,19340.91
WV,depression,2017,29133.13,29133.13,29133.13
WV,diabetes,2017,21481.98,21481.98,21481.98
WV,hyperlip,2017,31191.71,31191.71,31191.71
WV,hypertension,2017,21821.09,21821.09,21821.09
WV,ischemia,2017,63720.79,63720.79,63720.79
WV,psychotic,2017,25451.26,25451.26,25451.26
WV,stroke,2017,52270.78,52270.78,52270.78
WY,atrial_fib,2017,27576.62,27576.62,27576.62
WY,chronic_kidney,2017,22250.15,22250.15,22250.15
WY,pulmonary,2017,19894.87,19894.87,19894.87
WY,depression,2017,19907.08,19907.08,19907.08
WY,diabetes,2017,18485.94,18485.94,18485.94
WY,ischemia,2017,101154.8,101154.8,101154.8
AK,atrial_fib,2016,59265.02,59265.02,59265.02
AK,chronic_kidney,2016,46386,46386,46386
AK,pulmonary,2016,49125.55,49125.55,49125.55
AK,depression,2016,40158.35,40158.35,40158.35
AK,diabetes,2016,48561.78,48561.78,48561.78
AK,ischemia,2016,194588.59,194588.59,194588.59
AL,atrial_fib,2016,43217.05,43217.05,43217.05
AL,asthma,2016,26536.47,26536.47,26536.47
AL,chronic_kidney,2016,37872.98,37872.98,37872.98
AL,pulmonary,2016,29144.08,29144.08,29144.08
AL,depression,2016,23492.37,23492.37,23492.37
AL,diabetes,2016,28929.25,28929.25,28929.25
AL,hyperlip,2016,57196.92,57196.92,57196.92
AL,hypertension,2016,24511.04,24511.04,24511.04
AL,ischemia,2016,101126.04,101126.04,101126.04
AL,arthritis,2016,24379.67,24379.67,24379.67
AL,psychotic,2016,33277.74,33277.74,33277.74
AL,stroke,2016,85712.23,85712.23,85712.23
AR,atrial_fib,2016,30628.92,30628.92,30628.92
AR,asthma,2016,18867.38,18867.38,18867.38
AR,chronic_kidney,2016,26239.57,26239.57,26239.57
AR,pulmonary,2016,20656.67,20656.67,20656.67
AR,depression,2016,13277.94,13277.94,13277.94
AR,diabetes,2016,23872.73,23872.73,23872.73
AR,hyperlip,2016,34508.37,34508.37,34508.37
AR,hypertension,2016,18174.92,18174.92,18174.92
AR,ischemia,2016,81935.76,81935.76,81935.76
AR,psychotic,2016,14813.56,14813.56,14813.56
AR,stroke,2016,60005.58,60005.58,60005.58
AZ,atrial_fib,2016,42714.1,42714.1,42714.1
AZ,asthma,2016,34986.37,34986.37,34986.37
AZ,chronic_kidney,2016,37566.36,37566.36,37566.36
AZ,pulmonary,2016,35737.41,35737.41,35737.41
AZ,depression,2016,24884.65,24884.65,24884.65
AZ,diabetes,2016,36870.39,36870.39,36870.39
AZ,hyperlip,2016,52748.4,52748.4,52748.4
AZ,hypertension,2016,28781.03,28781.03,28781.03
AZ,ischemia,2016,107431.51,107431.51,107431.51
AZ,arthritis,2016,14792.21,14792.21,14792.21
AZ,psychotic,2016,23905.47,23905.47,23905.47
AZ,stroke,2016,59740,59740,59740
CA,atrial_fib,2016,69618.66,69618.66,69618.66
CA,asthma,2016,53125.15,53125.15,53125.15
CA,chronic_kidney,2016,65098.56,65098.56,65098.56
CA,pulmonary,2016,58311.65,58311.65,58311.65
CA,depression,2016,56221.38,56221.38,56221.38
CA,diabetes,2016,57520.82,57520.82,57520.82
CA,hyperlip,2016,97260.53,97260.53,97260.53
CA,hypertension,2016,49454,49454,49454
CA,ischemia,2016,154787.94,154787.94,154787.94
CA,arthritis,2016,58817.9,58817.9,58817.9
CA,psychotic,2016,75324.52,75324.52,75324.52
CA,stroke,2016,149124.32,149124.32,149124.32
CO,atrial_fib,2016,50044.47,50044.47,50044.47
CO,asthma,2016,32127.68,32127.68,32127.68
CO,chronic_kidney,2016,50851.08,50851.08,50851.08
CO,pulmonary,2016,40869.87,40869.87,40869.87
CO,depression,2016,43214.27,43214.27,43214.27
CO,diabetes,2016,41403.31,41403.31,41403.31
CO,hyperlip,2016,62656.14,62656.14,62656.14
CO,hypertension,2016,27477.31,27477.31,27477.31
CO,ischemia,2016,127554.68,127554.68,127554.68
CO,arthritis,2016,26063.93,26063.93,26063.93
CO,psychotic,2016,42273.17,42273.17,42273.17
CO,stroke,2016,110892.09,110892.09,110892.09
CT,atrial_fib,2016,30447.49,30447.49,30447.49
CT,asthma,2016,22901.07,22901.07,22901.07
CT,chronic_kidney,2016,24418.65,24418.65,24418.65
CT,pulmonary,2016,21624.89,21624.89,21624.89
CT,depression,2016,26670.46,26670.46,26670.46
CT,diabetes,2016,24490.47,24490.47,24490.47
CT,hyperlip,2016,36063.88,36063.88,36063.88
CT,hypertension,2016,20906.9,20906.9,20906.9
CT,ischemia,2016,54327.36,54327.36,54327.36
CT,arthritis,2016,20853.69,20853.69,20853.69
CT,psychotic,2016,31370.72,31370.72,31370.72
CT,stroke,2016,50484.9,50484.9,50484.9
DE,atrial_fib,2016,34888.3,34888.3,34888.3
DE,asthma,2016,16460.56,16460.56,16460.56
DE,chronic_kidney,2016,24357.87,24357.87,24357.87
DE,pulmonary,2016,21370.02,21370.02,21370.02
DE,depression,2016,26107.24,26107.24,26107.24
DE,diabetes,2016,21302.08,21302.08,21302.08
DE,hyperlip,2016,32321.52,32321.52,32321.52
DE,hypertension,2016,15687.2,15687.2,15687.2
DE,ischemia,2016,85103.23,85103.23,85103.23
DE,arthritis,2016,31250.31,31250.31,31250.31
DE,psychotic,2016,27041.83,27041.83,27041.83
DE,stroke,2016,56439.12,56439.12,56439.12
FL,atrial_fib,2016,59970.62,59970.62,59970.62
FL,asthma,2016,33826.52,33826.52,33826.52
FL,chronic_kidney,2016,44277.95,44277.95,44277.95
FL,pulmonary,2016,38701.67,38701.67,38701.67
FL,depression,2016,33835.07,33835.07,33835.07
FL,diabetes,2016,36791.08,36791.08,36791.08
FL,hyperlip,2016,71623.98,71623.98,71623.98
FL,hypertension,2016,30117.89,30117.89,30117.89
FL,ischemia,2016,117281.75,117281.75,117281.75
FL,arthritis,2016,32885.37,32885.37,32885.37
FL,psychotic,2016,38681.55,38681.55,38681.55
FL,stroke,2016,92467.98,92467.98,92467.98
GA,atrial_fib,2016,37232.71,37232.71,37232.71
GA,asthma,2016,24080.89,24080.89,24080.89
GA,chronic_kidney,2016,34704.74,34704.74,34704.74
GA,pulmonary,2016,26722.17,26722.17,26722.17
GA,depression,2016,26430.68,26430.68,26430.68
GA,diabetes,2016,28890.69,28890.69,28890.69
GA,hyperlip,2016,45870.65,45870.65,45870.65
GA,hypertension,2016,23686.58,23686.58,23686.58
GA,ischemia,2016,90231.71,90231.71,90231.71
GA,arthritis,2016,19367.48,19367.48,19367.48
GA,psychotic,2016,27593.5,27593.5,27593.5
GA,stroke,2016,66168.19,66168.19,66168.19
HI,atrial_fib,2016,42236.4,42236.4,42236.4
HI,asthma,2016,36979.07,36979.07,36979.07
HI,chronic_kidney,2016,29435.93,29435.93,29435.93
HI,pulmonary,2016,32989.24,32989.24,32989.24
HI,depression,2016,14042.03,14042.03,14042.03
HI,diabetes,2016,37393.54,37393.54,37393.54
HI,ischemia,2016,99230.5,99230.5,99230.5
IA,atrial_fib,2016,32635.87,32635.87,32635.87
IA,asthma,2016,19701.41,19701.41,19701.41
IA,chronic_kidney,2016,26613.17,26613.17,26613.17
IA,pulmonary,2016,20802.84,20802.84,20802.84
IA,depression,2016,13973.4,13973.4,13973.4
IA,diabetes,2016,23026.91,23026.91,23026.91
IA,hyperlip,2016,48128.53,48128.53,48128.53
IA,hypertension,2016,17139.01,17139.01,17139.01
IA,ischemia,2016,71616.29,71616.29,71616.29
IA,arthritis,2016,16769.42,16769.42,16769.42
IA,psychotic,2016,28398.62,28398.62,28398.62
ID,atrial_fib,2016,27489.63,27489.63,27489.63
ID,asthma,2016,16955.52,16955.52,16955.52
ID,chronic_kidney,2016,23835.28,23835.28,23835.28
ID,pulmonary,2016,22751.48,22751.48,22751.48
ID,depression,2016,21155.51,21155.51,21155.51
ID,diabetes,2016,23428.3,23428.3,23428.3
ID,hyperlip,2016,42117.96,42117.96,42117.96
ID,ischemia,2016,83198.37,83198.37,83198.37
IL,atrial_fib,2016,38544.56,38544.56,38544.56
IL,asthma,2016,27917.69,27917.69,27917.69
IL,chronic_kidney,2016,35028.12,35028.12,35028.12
IL,pulmonary,2016,29440.72,29440.72,29440.72
IL,depression,2016,23660.02,23660.02,23660.02
IL,diabetes,2016,29111,29111,29111
IL,hyperlip,2016,51227.98,51227.98,51227.98
IL,hypertension,2016,22402.97,22402.97,22402.97
IL,ischemia,2016,94124.49,94124.49,94124.49
IL,arthritis,2016,22808.53,22808.53,22808.53
IL,psychotic,2016,28288.89,28288.89,28288.89
IL,stroke,2016,75758.82,75758.82,75758.82
IN,atrial_fib,2016,33768.44,33768.44,33768.44
IN,asthma,2016,23501.03,23501.03,23501.03
IN,chronic_kidney,2016,32115.53,32115.53,32115.53
IN,pulmonary,2016,23931.86,23931.86,23931.86
IN,depression,2016,21868.59,21868.59,21868.59
IN,diabetes,2016,26164.34,26164.34,26164.34
IN,hyperlip,2016,70529.58,70529.58,70529.58
IN,hypertension,2016,25921.34,25921.34,25921.34
IN,ischemia,2016,87503.54,87503.54,87503.54
IN,arthritis,2016,21391.6,21391.6,21391.6
IN,psychotic,2016,25874.56,25874.56,25874.56
IN,stroke,2016,75591.39,75591.39,75591.39
KS,atrial_fib,2016,32888.58,32888.58,32888.58
KS,asthma,2016,24619.03,24619.03,24619.03
KS,chronic_kidney,2016,30978.72,30978.72,30978.72
KS,pulmonary,2016,27229.39,27229.39,27229.39
KS,depression,2016,28171.43,28171.43,28171.43
KS,diabetes,2016,26027.67,26027.67,26027.67
KS,hyperlip,2016,72924.61,72924.61,72924.61
KS,hypertension,2016,23591.47,23591.47,23591.47
KS,ischemia,2016,87977.27,87977.27,87977.27
KS,arthritis,2016,21314.01,21314.01,21314.01
KS,psychotic,2016,37070.02,37070.02,37070.02
KS,stroke,2016,49395.58,49395.58,49395.58
KY,atrial_fib,2016,39482.56,39482.56,39482.56
KY,asthma,2016,20788.55,20788.55,20788.55
KY,chronic_kidney,2016,30239.84,30239.84,30239.84
KY,pulmonary,2016,22913.92,22913.92,22913.92
KY,depression,2016,13689.71,13689.71,13689.71
KY,diabetes,2016,23548.43,23548.43,23548.43
KY,hyperlip,2016,43602.64,43602.64,43602.64
KY,hypertension,2016,19490.57,19490.57,19490.57
KY,ischemia,2016,86296.38,86296.38,86296.38
KY,arthritis,2016,14350.82,14350.82,14350.82
KY,psychotic,2016,19230.37,19230.37,19230.37
KY,stroke,2016,111239.18,111239.18,111239.18
LA,atrial_fib,2016,32674.8,32674.8,32674.8
LA,asthma,2016,24567.65,24567.65,24567.65
LA,chronic_kidney,2016,33915.32,33915.32,33915.32
LA,pulmonary,2016,26235.63,26235.63,26235.63
LA,depression,2016,17127.28,17127.28,17127.28
LA,diabetes,2016,25365.02,25365.02,25365.02
LA,hyperlip,2016,43318.46,43318.46,43318.46
LA,hypertension,2016,17920.04,17920.04,17920.04
LA,ischemia,2016,92469.49,92469.49,92469.49
LA,psychotic,2016,33664.27,33664.27,33664.27
LA,stroke,2016,76033.26,76033.26,76033.26
MA,atrial_fib,2016,33983.94,33983.94,33983.94
MA,asthma,2016,21016.57,21016.57,21016.57
MA,chronic_kidney,2016,36081.15,36081.15,36081.15
MA,pulmonary,2016,19616.54,19616.54,19616.54
MA,depression,2016,22925.31,22925.31,22925.31
MA,diabetes,2016,23777.51,23777.51,23777.51
MA,hyperlip,2016,39996.75,39996.75,39996.75
MA,hypertension,2016,23246.24,23246.24,23246.24
MA,ischemia,2016,81920.81,81920.81,81920.81
MA,arthritis,2016,23435.84,23435.84,23435.84
MA,psychotic,2016,34810.53,34810.53,34810.53
MA,stroke,2016,80284.2,80284.2,80284.2
MD,atrial_fib,2016,14418.24,14418.24,14418.24
MD,asthma,2016,9263.39,9263.39,9263.39
MD,chronic_kidney,2016,12929.49,12929.49,12929.49
MD,pulmonary,2016,9991.62,9991.62,9991.62
MD,depression,2016,9591.67,9591.67,9591.67
MD,diabetes,2016,11230.55,11230.55,11230.55
MD,hyperlip,2016,16072.15,16072.15,16072.15
MD,hypertension,2016,7874.83,7874.83,7874.83
MD,ischemia,2016,27481.31,27481.31,27481.31
MD,arthritis,2016,10075.63,10075.63,10075.63
MD,psychotic,2016,14438.01,14438.01,14438.01
MD,stroke,2016,24148.81,24148.81,24148.81
ME,atrial_fib,2016,25268.17,25268.17,25268.17
ME,asthma,2016,17569.79,17569.79,17569.79
ME,chronic_kidney,2016,20019.5,20019.5,20019.5
ME,pulmonary,2016,17214.54,17214.54,17214.54
ME,depression,2016,16823.79,16823.79,16823.79
ME,diabetes,2016,20479.92,20479.92,20479.92
ME,hyperlip,2016,31445.23,31445.23,31445.23
ME,ischemia,2016,49723.51,49723.51,49723.51
ME,psychotic,2016,17915.6,17915.6,17915.6
ME,stroke,2016,52809.62,52809.62,52809.62
MI,atrial_fib,2016,35721.65,35721.65,35721.65
MI,asthma,2016,19583.61,19583.61,19583.61
MI,chronic_kidney,2016,23773.49,23773.49,23773.49
MI,pulmonary,2016,19174.84,19174.84,19174.84
MI,depression,2016,19693.09,19693.09,19693.09
MI,diabetes,2016,20691.54,20691.54,20691.54
MI,hyperlip,2016,34058.61,34058.61,34058.61
MI,hypertension,2016,15852.63,15852.63,15852.63
MI,ischemia,2016,61392.04,61392.04,61392.04
MI,arthritis,2016,18008.99,18008.99,18008.99
MI,psychotic,2016,18883.17,18883.17,18883.17
MI,stroke,2016,55815.82,55815.82,55815.82
MN,atrial_fib,2016,33874.41,33874.41,33874.41
MN,asthma,2016,19997.56,19997.56,19997.56
MN,chronic_kidney,2016,24244,24244,24244
MN,pulmonary,2016,19669.64,19669.64,19669.64
MN,depression,2016,23581.77,23581.77,23581.77
MN,diabetes,2016,27421.02,27421.02,27421.02
MN,hyperlip,2016,43989.28,43989.28,43989.28
MN,hypertension,2016,14915.42,14915.42,14915.42
MN,ischemia,2016,76730.02,76730.02,76730.02
MN,arthritis,2016,19756.05,19756.05,19756.05
MN,psychotic,2016,33883.99,33883.99,33883.99
MN,stroke,2016,51212.1,51212.1,51212.1
MO,atrial_fib,2016,35356.01,35356.01,35356.01
MO,asthma,2016,24637.84,24637.84,24637.84
MO,chronic_kidney,2016,29337.16,29337.16,29337.16
MO,pulmonary,2016,24442.15,24442.15,24442.15
MO,depression,2016,20190.82,20190.82,20190.82
MO,diabetes,2016,27644.6,27644.6,27644.6
MO,hyperlip,2016,46219.96,46219.96,46219.96
MO,hypertension,2016,23697.14,23697.14,23697.14
MO,ischemia,2016,87531.08,87531.08,87531.08
MO,arthritis,2016,20113.12,20113.12,20113.12
MO,psychotic,2016,26620.6,26620.6,26620.6
MO,stroke,2016,55040.06,55040.06,55040.06
MS,atrial_fib,2016,34760.86,34760.86,34760.86
MS,asthma,2016,17741.89,17741.89,17741.89
MS,chronic_kidney,2016,32551.11,32551.11,32551.11
MS,pulmonary,2016,26425.41,26425.41,26425.41
MS,depression,2016,14241.28,14241.28,14241.28
MS,diabetes,2016,23011.03,23011.03,23011.03
MS,hyperlip,2016,51181.32,51181.32,51181.32
MS,hypertension,2016,19018.29,19018.29,19018.29
MS,ischemia,2016,79141.43,79141.43,79141.43
MS,arthritis,2016,17288.78,17288.78,17288.78
MS,psychotic,2016,20805.48,20805.48,20805.48
MS,stroke,2016,58007.88,58007.88,58007.88
MT,atrial_fib,2016,20328.13,20328.13,20328.13
MT,chronic_kidney,2016,20768.51,20768.51,20768.51
MT,pulmonary,2016,16891.81,16891.81,16891.81
MT,depression,2016,12513.97,12513.97,12513.97
MT,diabetes,2016,18079.07,18079.07,18079.07
MT,hyperlip,2016,32285.98,32285.98,32285.98
MT,ischemia,2016,78269.08,78269.08,78269.08
MT,psychotic,2016,25576.27,25576.27,25576.27
NC,atrial_fib,2016,37406.92,37406.92,37406.92
NC,asthma,2016,19683.84,19683.84,19683.84
NC,chronic_kidney,2016,30804.64,30804.64,30804.64
NC,pulmonary,2016,18684.04,18684.04,18684.04
NC,depression,2016,19390.97,19390.97,19390.97
NC,diabetes,2016,20847.12,20847.12,20847.12
NC,hyperlip,2016,45993.38,45993.38,45993.38
NC,hypertension,2016,18318.43,18318.43,18318.43
NC,ischemia,2016,80350.1,80350.1,80350.1
NC,arthritis,2016,22468.45,22468.45,22468.45
NC,psychotic,2016,24769.45,24769.45,24769.45
NC,stroke,2016,63148.76,63148.76,63148.76
ND,atrial_fib,2016,32506.14,32506.14,32506.14
ND,asthma,2016,21123.29,21123.29,21123.29
ND,chronic_kidney,2016,16842.46,16842.46,16842.46
ND,pulmonary,2016,19031.73,19031.73,19031.73
ND,depression,2016,14421.11,14421.11,14421.11
ND,diabetes,2016,13520.86,13520.86,13520.86
ND,hyperlip,2016,41492.79,41492.79,41492.79
ND,hypertension,2016,12652.38,12652.38,12652.38
ND,ischemia,2016,68308.05,68308.05,68308.05
NE,atrial_fib,2016,28411.29,28411.29,28411.29
NE,asthma,2016,21963.71,21963.71,21963.71
NE,chronic_kidney,2016,29236.83,29236.83,29236.83
NE,pulmonary,2016,24228.64,24228.64,24228.64
NE,depression,2016,19432.66,19432.66,19432.66
NE,diabetes,2016,29122.71,29122.71,29122.71
NE,hyperlip,2016,46987.03,46987.03,46987.03
NE,hypertension,2016,16066.12,16066.12,16066.12
NE,ischemia,2016,78049.92,78049.92,78049.92
NE,arthritis,2016,10129,10129,10129
NH,atrial_fib,2016,28811.08,28811.08,28811.08
NH,asthma,2016,17731.43,17731.43,17731.43
NH,chronic_kidney,2016,25521.64,25521.64,25521.64
NH,pulmonary,2016,20692.06,20692.06,20692.06
NH,depression,2016,22940,22940,22940
NH,diabetes,2016,25603.4,25603.4,25603.4
NH,hyperlip,2016,57164.35,57164.35,57164.35
NH,hypertension,2016,15542.57,15542.57,15542.57
NH,ischemia,2016,76873.48,76873.48,76873.48
NH,arthritis,2016,16331.06,16331.06,16331.06
NH,psychotic,2016,39842.94,39842.94,39842.94
NJ,atrial_fib,2016,73272.22,73272.22,73272.22
NJ,asthma,2016,50758.04,50758.04,50758.04
NJ,chronic_kidney,2016,60589.37,60589.37,60589.37
NJ,pulmonary,2016,57102.57,57102.57,57102.57
NJ,depression,2016,45816.87,45816.87,45816.87
NJ,diabetes,2016,57282.12,57282.12,57282.12
NJ,hyperlip,2016,50118,50118,50118
NJ,hypertension,2016,40333.27,40333.27,40333.27
NJ,ischemia,2016,98200.05,98200.05,98200.05
NJ,arthritis,2016,42622.7,42622.7,42622.7
NJ,psychotic,2016,68043.69,68043.69,68043.69
NJ,stroke,2016,109760.85,109760.85,109760.85
NM,atrial_fib,2016,28379.68,28379.68,28379.68
NM,asthma,2016,25207.98,25207.98,25207.98
NM,chronic_kidney,2016,30424.46,30424.46,30424.46
NM,pulmonary,2016,28833.58,28833.58,28833.58
NM,depression,2016,17669.24,17669.24,17669.24
NM,diabetes,2016,25315.29,25315.29,25315.29
NM,hyperlip,2016,36102.24,36102.24,36102.24
NM,hypertension,2016,20107.12,20107.12,20107.12
NM,ischemia,2016,89721.83,89721.83,89721.83
NV,atrial_fib,2016,69924.14,69924.14,69924.14
NV,asthma,2016,54899,54899,54899
NV,chronic_kidney,2016,64634.11,64634.11,64634.11
NV,pulmonary,2016,52088.33,52088.33,52088.33
NV,depression,2016,45679.17,45679.17,45679.17
NV,diabetes,2016,53187.6,53187.6,53187.6
NV,hyperlip,2016,46635.7,46635.7,46635.7
NV,hypertension,2016,37540.36,37540.36,37540.36
NV,ischemia,2016,172284.98,172284.98,172284.98
NV,psychotic,2016,81602.75,81602.75,81602.75
NV,stroke,2016,98542.2,98542.2,98542.2
NY,atrial_fib,2016,51111.26,51111.26,51111.26
NY,asthma,2016,31374.33,31374.33,31374.33
NY,chronic_kidney,2016,43685.5,43685.5,43685.5
NY,pulmonary,2016,32863.28,32863.28,32863.28
NY,depression,2016,29072.78,29072.78,29072.78
NY,diabetes,2016,36686.79,36686.79,36686.79
NY,hyperlip,2016,43849.68,43849.68,43849.68
NY,hypertension,2016,28617.03,28617.03,28617.03
NY,ischemia,2016,84914.56,84914.56,84914.56
NY,arthritis,2016,33836.34,33836.34,33836.34
NY,psychotic,2016,43675.22,43675.22,43675.22
NY,stroke,2016,81448.78,81448.78,81448.78
OH,atrial_fib,2016,38014.76,38014.76,38014.76
OH,asthma,2016,22641.34,22641.34,22641.34
OH,chronic_kidney,2016,29987.89,29987.89,29987.89
OH,pulmonary,2016,21862.01,21862.01,21862.01
OH,depression,2016,23254.78,23254.78,23254.78
OH,diabetes,2016,24279.62,24279.62,24279.62
OH,hyperlip,2016,55821.91,55821.91,55821.91
OH,hypertension,2016,23627.74,23627.74,23627.74
OH,ischemia,2016,86568.25,86568.25,86568.25
OH,arthritis,2016,25901.83,25901.83,25901.83
OH,psychotic,2016,25491.36,25491.36,25491.36
OH,stroke,2016,58525.37,58525.37,58525.37
OK,atrial_fib,2016,37316.7,37316.7,37316.7
OK,asthma,2016,34954.43,34954.43,34954.43
OK,chronic_kidney,2016,39090.29,39090.29,39090.29
OK,pulmonary,2016,24391.25,24391.25,24391.25
OK,depression,2016,20060.8,20060.8,20060.8
OK,diabetes,2016,27772.95,27772.95,27772.95
OK,hyperlip,2016,64158.04,64158.04,64158.04
OK,hypertension,2016,24593.06,24593.06,24593.06
OK,ischemia,2016,99748.9,99748.9,99748.9
OK,arthritis,2016,15616.54,15616.54,15616.54
OK,psychotic,2016,19359.6,19359.6,19359.6
OK,stroke,2016,68620.22,68620.22,68620.22
OR,atrial_fib,2016,25930.36,25930.36,25930.36
OR,asthma,2016,17394.62,17394.62,17394.62
OR,chronic_kidney,2016,26031.17,26031.17,26031.17
OR,pulmonary,2016,23618.98,23618.98,23618.98
OR,depression,2016,26997.58,26997.58,26997.58
OR,diabetes,2016,26145.49,26145.49,26145.49
OR,hyperlip,2016,35315.32,35315.32,35315.32
OR,ischemia,2016,82991.42,82991.42,82991.42
OR,psychotic,2016,51598.71,51598.71,51598.71
PA,atrial_fib,2016,53815.97,53815.97,53815.97
PA,asthma,2016,39601.96,39601.96,39601.96
PA,chronic_kidney,2016,46680.32,46680.32,46680.32
PA,pulmonary,2016,36415.21,36415.21,36415.21
PA,depression,2016,36114.84,36114.84,36114.84
PA,diabetes,2016,38219.64,38219.64,38219.64
PA,hyperlip,2016,59579.89,59579.89,59579.89
PA,hypertension,2016,26809.47,26809.47,26809.47
PA,ischemia,2016,118186.4,118186.4,118186.4
PA,arthritis,2016,31068.37,31068.37,31068.37
PA,psychotic,2016,44730.7,44730.7,44730.7
PA,stroke,2016,71307.77,71307.77,71307.77
RI,atrial_fib,2016,20325.2,20325.2,20325.2
RI,asthma,2016,19192.37,19192.37,19192.37
RI,chronic_kidney,2016,20292.36,20292.36,20292.36
